machine_id,temperature,torque,tool_wear,vibration_index,anomaly_score
M_1,299.11,43.02,0.3766,0.563,0.244
M_2,293.69,41.55,0.0719,0.362,0.037
M_1,301.95,44.13,0.6755,0.842,0.489
M_2,295.37,42.39,0.0351,0.442,0.048
M_2,294.78,39.91,0.0236,0.347,0.009
M_1,291.45,42.54,0.1757,0.565,0.154
M_2,303.22,44.14,0.4309,0.631,0.314
M_1,302.54,40.85,0.3447,0.569,0.249
M_3,302.48,43.54,0.2744,0.524,0.201
M_2,297.01,42.64,0.0456,0.371,0.028
M_3,299.08,42.89,0.1458,0.386,0.078
M_3,298.45,40.93,0.0545,0.384,0.036
M_1,293.17,42.22,0.0551,0.354,0.026
M_2,299.69,42.82,0.3253,0.599,0.234
M_3,299.72,43.3,0.3774,0.594,0.255
M_1,301.02,45.46,0.5207,0.644,0.344
M_1,298.58,39.78,0.2832,0.495,0.178
M_2,299.2,41.08,0.2678,0.531,0.184
M_1,302.29,45.12,0.2765,0.537,0.205
M_1,300.37,44.29,0.3949,0.696,0.301
M_2,298.09,43.41,0.1792,0.487,0.129
M_2,299.36,45.28,0.165,0.432,0.103
M_3,294.91,43.15,0.1961,0.429,0.116
M_1,293.71,41.66,0.1189,0.421,0.078
M_2,296.13,43.95,0.1974,0.558,0.162
M_3,299.8,42.94,0.1394,0.412,0.084
M_3,293.71,44.18,0.3015,0.485,0.183
M_2,298.28,41.35,0.2085,0.475,0.137
M_1,295.1,43.96,0.3221,0.57,0.222
M_2,291.69,43.16,0.1702,0.432,0.105
M_3,297.6,43.78,0.5172,0.771,0.38
M_2,298.81,43.06,0.2279,0.507,0.157
M_1,295.82,40.15,0.0705,0.419,0.056
M_2,297.2,44.54,0.2279,0.74,0.239
M_3,295.9,43.48,0.1057,0.46,0.086
M_3,295.16,41.52,0.0795,0.403,0.054
M_2,297.89,43.7,0.2246,0.574,0.179
M_2,295.23,44.33,0.026,0.318,0.001
M_1,305.21,45.08,0.5657,0.716,0.418
M_3,297.68,39.06,0.0496,0.451,0.058
M_2,299.8,41.9,0.2967,0.522,0.194
M_2,292.69,43.71,0.0705,0.438,0.062
M_3,297.29,42.56,0.2295,0.51,0.159
M_1,299.67,45.47,0.4564,0.733,0.339
M_3,303.73,44.37,0.6323,0.747,0.448
M_1,299.8,45.8,0.0569,0.393,0.041
M_3,300.18,42.35,0.473,0.752,0.355
M_3,299.02,42.96,0.1776,0.502,0.133
M_3,299.88,43.45,0.3396,0.648,0.257
M_3,300.14,42.52,0.2317,0.486,0.153
M_1,298.36,44.4,0.2469,0.42,0.136
M_3,298.66,41.91,0.1639,0.461,0.113
M_2,297.33,42.93,0.0786,0.425,0.062
M_3,300.42,41.65,0.2888,0.584,0.215
M_1,297.55,42.43,0.1179,0.404,0.072
M_2,294.93,42.35,0.0635,0.436,0.059
M_3,303.85,42.68,0.2774,0.595,0.236
M_3,297.84,39.0,0.0402,0.347,0.017
M_1,302.83,44.54,0.5223,0.75,0.394
M_1,298.14,41.89,0.1138,0.46,0.09
M_2,300.75,44.83,0.2908,0.534,0.2
M_2,298.84,42.36,0.113,0.437,0.081
M_1,298.71,44.94,0.3199,0.678,0.259
M_3,294.13,43.05,0.0733,0.369,0.04
M_2,296.96,42.58,0.1635,0.525,0.135
M_3,294.38,42.75,0.0663,0.414,0.052
M_2,301.42,42.37,0.4897,0.712,0.356
M_2,296.19,43.41,0.3281,0.563,0.222
M_2,289.45,42.86,0.0382,0.41,0.038
M_2,296.2,43.52,0.2187,0.52,0.158
M_2,298.2,40.72,0.3307,0.695,0.27
M_1,290.09,43.23,0.0425,0.322,0.009
M_2,299.88,45.78,0.3924,0.617,0.27
M_1,295.65,43.64,0.025,0.394,0.027
M_2,299.71,42.99,0.1008,0.498,0.097
M_3,293.68,43.98,0.0629,0.361,0.032
M_3,295.42,44.96,0.2759,0.566,0.2
M_3,294.6,44.15,0.4127,0.639,0.287
M_2,296.53,44.75,0.047,0.374,0.03
M_2,296.38,42.81,0.1596,0.452,0.107
M_1,301.61,43.19,0.3622,0.582,0.255
M_3,297.79,41.87,0.2041,0.472,0.134
M_1,298.74,43.25,0.4688,0.698,0.333
M_1,294.63,40.49,0.1238,0.458,0.094
M_3,292.93,42.97,0.1942,0.579,0.167
M_1,305.1,42.75,0.5955,0.77,0.449
M_3,300.84,43.78,0.4822,0.741,0.36
M_3,299.24,44.76,0.2902,0.555,0.202
M_1,298.78,44.34,0.1765,0.488,0.128
M_1,289.87,43.99,0.1638,0.43,0.102
M_3,291.1,41.24,0.0139,0.428,0.033
M_1,300.81,43.14,0.3907,0.595,0.267
M_2,296.21,41.47,0.0913,0.392,0.056
M_1,299.29,44.21,0.1871,0.556,0.156
M_1,298.12,42.58,0.0982,0.465,0.085
M_3,301.09,40.97,0.3773,0.627,0.274
M_3,294.39,43.45,0.0716,0.347,0.031
M_2,297.82,42.86,0.0466,0.31,0.007
M_2,294.32,40.64,0.0855,0.34,0.035
M_1,300.13,40.77,0.2195,0.485,0.147
M_3,302.48,43.95,0.3908,0.609,0.283
M_1,299.1,45.68,0.194,0.41,0.108
M_3,303.52,46.23,0.4362,0.67,0.332
M_1,296.71,41.92,0.3306,0.66,0.257
M_1,297.14,42.23,0.1484,0.427,0.094
M_2,293.62,44.42,0.2083,0.449,0.129
M_1,295.28,43.16,0.1646,0.538,0.14
M_3,295.55,44.72,0.1735,0.475,0.122
M_1,299.86,40.45,0.1273,0.35,0.057
M_2,294.08,41.23,0.1198,0.494,0.104
M_3,299.4,43.81,0.1996,0.437,0.12
M_1,301.65,42.26,0.4069,0.566,0.27
M_3,294.55,42.08,0.1187,0.473,0.096
M_3,295.66,39.62,0.0147,0.352,0.007
M_2,296.75,44.2,0.098,0.481,0.09
M_1,300.23,45.55,0.4434,0.625,0.297
M_2,301.8,43.85,0.3427,0.538,0.232
M_3,303.49,45.22,0.5429,0.681,0.383
M_1,296.67,43.72,0.1397,0.549,0.132
M_3,299.17,42.04,0.123,0.468,0.097
M_3,295.03,39.58,0.2311,0.4,0.121
M_1,301.46,44.06,0.0785,0.484,0.092
M_3,294.53,42.65,0.0706,0.42,0.056
M_1,298.02,42.16,0.3484,0.637,0.257
M_2,297.35,46.37,0.3668,0.575,0.244
M_1,294.12,43.29,0.2622,0.468,0.159
M_3,295.12,44.7,0.3791,0.567,0.247
M_1,296.87,42.42,0.1658,0.47,0.117
M_2,303.85,44.11,0.5331,0.745,0.404
M_1,297.46,41.32,0.0797,0.363,0.04
M_2,295.55,43.52,0.0682,0.367,0.036
M_1,297.31,42.85,0.3672,0.559,0.238
M_2,295.88,41.37,0.1677,0.457,0.113
M_2,297.47,42.0,0.2986,0.627,0.231
M_3,301.67,44.18,0.347,0.573,0.245
M_2,295.95,40.81,0.1197,0.358,0.057
M_2,294.51,45.34,0.3021,0.555,0.208
M_3,296.0,41.83,0.0861,0.393,0.054
M_1,292.93,43.87,0.1484,0.456,0.104
M_1,295.16,45.85,0.1734,0.477,0.123
M_1,301.26,41.71,0.2195,0.527,0.169
M_1,295.51,43.97,0.1358,0.359,0.064
M_1,298.31,41.04,0.3218,0.552,0.215
M_3,296.37,41.44,0.1727,0.472,0.12
M_2,298.15,44.47,0.1892,0.445,0.118
M_1,295.63,44.56,0.327,0.597,0.234
M_3,295.94,44.84,0.0785,0.401,0.053
M_2,296.41,42.17,0.1742,0.426,0.105
M_1,295.92,43.51,0.0839,0.349,0.037
M_2,297.87,43.05,0.1747,0.482,0.125
M_1,299.04,40.9,0.346,0.63,0.254
M_3,295.95,43.44,0.1673,0.57,0.152
M_3,299.43,42.27,0.312,0.532,0.204
M_3,292.16,40.6,0.0604,0.396,0.043
M_1,302.81,42.42,0.3406,0.591,0.256
M_1,300.71,44.23,0.3911,0.599,0.268
M_2,295.91,43.08,0.2674,0.672,0.233
M_2,297.74,43.31,0.0814,0.421,0.061
M_3,309.58,45.5,0.83,0.811,0.599
M_2,300.66,44.49,0.2408,0.514,0.17
M_1,297.92,42.45,0.1101,0.389,0.063
M_3,301.7,44.03,0.3562,0.565,0.247
M_3,295.85,42.84,0.0484,0.339,0.018
M_2,296.24,43.96,0.4679,0.657,0.318
M_2,295.36,42.2,0.1657,0.483,0.121
M_3,298.25,45.02,0.2506,0.558,0.186
M_2,303.95,42.81,0.4911,0.794,0.403
M_3,298.59,39.56,0.2634,0.547,0.187
M_2,304.44,44.68,0.5903,0.799,0.452
M_1,294.99,41.81,0.0359,0.424,0.042
M_3,294.76,41.08,0.0768,0.421,0.059
M_1,294.78,42.1,0.1529,0.496,0.12
M_3,301.4,42.21,0.1635,0.391,0.097
M_2,296.66,41.83,0.1627,0.44,0.105
M_1,294.83,41.05,0.1884,0.496,0.136
M_2,290.38,43.09,0.1511,0.516,0.126
M_1,295.79,41.47,0.1747,0.465,0.119
M_1,296.84,44.16,0.1725,0.434,0.107
M_1,295.83,45.33,0.3112,0.495,0.191
M_1,289.4,41.99,0.1883,0.533,0.149
M_2,291.72,43.94,0.1763,0.397,0.096
M_2,300.62,45.15,0.4152,0.513,0.248
M_2,296.51,41.4,0.0728,0.411,0.054
M_2,300.25,44.01,0.3908,0.69,0.296
M_1,294.54,42.14,0.1125,0.346,0.049
M_3,302.77,42.64,0.2699,0.581,0.221
M_1,299.29,41.21,0.0774,0.483,0.081
M_2,296.97,47.46,0.2869,0.502,0.182
M_2,291.49,41.54,0.0706,0.519,0.091
M_3,295.58,42.24,0.2147,0.428,0.124
M_2,300.6,41.51,0.3721,0.571,0.249
M_2,295.75,44.73,0.0514,0.542,0.09
M_1,302.0,44.79,0.2129,0.372,0.117
M_2,295.68,41.09,0.0601,0.364,0.032
M_1,301.62,43.51,0.3568,0.651,0.277
M_2,294.96,40.03,0.031,0.467,0.055
M_2,299.45,43.61,0.1985,0.484,0.136
M_3,295.11,41.3,0.0186,0.404,0.027
M_3,297.51,44.5,0.1656,0.5,0.127
M_2,301.4,42.77,0.2588,0.514,0.183
M_2,296.43,44.35,0.2254,0.486,0.149
M_2,296.75,43.41,0.1135,0.492,0.101
M_3,293.8,43.81,0.2375,0.54,0.174
M_2,298.8,42.07,0.1316,0.534,0.124
M_3,292.69,43.69,0.0298,0.362,0.018
M_1,295.73,42.43,0.2272,0.46,0.141
M_1,297.46,42.58,0.1529,0.447,0.103
M_3,291.96,41.94,0.0912,0.384,0.053
M_1,297.61,42.38,0.1,0.52,0.105
M_3,296.85,40.35,0.0777,0.346,0.034
M_3,297.97,43.12,0.4258,0.513,0.249
M_3,300.39,40.36,0.2401,0.474,0.154
M_1,295.87,43.49,0.2217,0.511,0.156
M_3,293.65,42.09,0.0514,0.296,0.004
M_1,292.38,43.09,0.1317,0.557,0.132
M_1,289.84,43.0,0.1058,0.471,0.09
M_2,295.63,42.09,0.2367,0.435,0.136
M_2,295.37,42.77,0.2974,0.593,0.219
M_1,295.99,40.23,0.0699,0.364,0.037
M_2,292.17,42.3,0.01,0.404,0.024
M_1,300.04,42.67,0.2972,0.524,0.195
M_2,298.94,44.1,0.1028,0.472,0.089
M_3,297.83,39.59,0.0425,0.428,0.046
M_3,302.76,44.97,0.2793,0.467,0.185
M_2,306.34,44.37,0.6119,0.904,0.512
M_1,296.45,44.35,0.078,0.451,0.07
M_1,300.53,43.54,0.0852,0.318,0.031
M_2,294.54,42.02,0.1744,0.427,0.105
M_1,295.17,42.08,0.0424,0.353,0.02
M_3,295.69,43.62,0.1224,0.416,0.078
M_1,302.9,46.77,0.5472,0.711,0.392
M_1,302.2,43.66,0.3793,0.682,0.302
M_3,299.32,42.58,0.1494,0.498,0.119
M_3,300.95,44.36,0.3043,0.583,0.225
M_3,300.8,40.98,0.2051,0.476,0.142
M_1,296.68,41.83,0.157,0.375,0.08
M_2,294.56,41.49,0.0994,0.462,0.084
M_3,297.0,43.09,0.2915,0.556,0.203
M_2,295.4,43.66,0.0466,0.32,0.011
M_1,294.23,43.43,0.0017,0.325,0.0
M_1,297.3,43.13,0.1585,0.479,0.117
M_3,296.89,40.55,0.1488,0.458,0.105
M_2,296.06,42.11,0.1409,0.422,0.089
M_3,297.97,42.12,0.0079,0.456,0.041
M_3,298.36,43.85,0.0814,0.539,0.103
M_3,299.82,42.1,0.0068,0.522,0.063
M_3,301.18,45.25,0.678,0.71,0.439
M_1,299.93,46.82,0.2983,0.429,0.162
M_2,297.36,41.58,0.0326,0.357,0.017
M_1,300.49,42.04,0.3564,0.57,0.241
M_2,297.33,42.61,0.0886,0.497,0.091
M_2,294.13,40.04,0.0127,0.381,0.017
M_2,295.14,42.77,0.0729,0.412,0.054
M_1,292.75,43.39,0.0637,0.316,0.017
M_1,291.16,43.3,0.1253,0.478,0.101
M_1,305.57,44.08,0.2976,0.566,0.247
M_1,295.5,42.83,0.0044,0.377,0.011
M_2,299.27,43.68,0.2854,0.603,0.217
M_3,302.75,43.8,0.4194,0.679,0.322
M_1,297.88,40.49,0.1184,0.479,0.098
M_3,303.45,44.95,0.2899,0.599,0.241
M_3,295.54,43.03,0.1429,0.423,0.09
M_3,300.66,43.29,0.4815,0.777,0.371
M_2,297.8,43.04,0.2441,0.589,0.194
M_3,300.4,42.21,0.3189,0.503,0.2
M_1,305.6,44.86,0.4356,0.691,0.353
M_3,294.93,44.2,0.0356,0.333,0.01
M_1,293.3,43.26,0.1545,0.463,0.109
M_1,300.17,42.83,0.1686,0.44,0.109
M_2,299.52,44.94,0.2506,0.504,0.167
M_1,300.11,42.99,0.3128,0.628,0.239
M_3,299.56,46.1,0.4099,0.599,0.272
M_3,293.29,44.34,0.1963,0.574,0.167
M_1,301.83,40.94,0.2595,0.448,0.163
M_1,297.72,42.57,0.2453,0.552,0.181
M_3,296.26,44.11,0.0123,0.307,0.0
M_2,303.95,43.64,0.5311,0.732,0.399
M_3,294.91,41.59,0.0582,0.493,0.076
M_3,293.75,43.4,0.0555,0.422,0.05
M_2,296.67,41.01,0.0451,0.324,0.011
M_3,299.38,44.25,0.3425,0.572,0.232
M_3,294.48,43.73,0.076,0.462,0.073
M_3,298.9,41.61,0.399,0.595,0.265
M_1,296.92,42.96,0.0656,0.375,0.038
M_1,301.56,43.64,0.5302,0.795,0.405
M_3,298.86,41.48,0.2243,0.593,0.186
M_2,294.54,44.41,0.047,0.279,0.0
M_1,301.51,42.98,0.4304,0.706,0.328
M_2,301.81,42.44,0.1112,0.548,0.131
M_3,299.47,40.51,0.1163,0.475,0.096
M_1,296.98,42.2,0.3207,0.615,0.237
M_3,301.21,43.17,0.2919,0.5,0.192
M_2,301.61,42.97,0.4381,0.705,0.332
M_3,299.07,41.13,0.1969,0.448,0.123
M_1,293.7,44.29,0.1982,0.485,0.136
M_3,301.07,42.4,0.6776,0.768,0.458
M_1,291.06,44.19,0.1286,0.459,0.096
M_3,298.75,41.92,0.0604,0.369,0.034
M_2,294.78,43.02,0.1244,0.5,0.109
M_2,299.62,40.12,0.0603,0.538,0.093
M_3,295.8,40.21,0.1705,0.456,0.114
M_2,295.68,39.84,0.0658,0.36,0.033
M_2,294.34,45.77,0.0403,0.393,0.033
M_1,295.97,42.8,0.2559,0.532,0.179
M_3,298.98,42.08,0.2253,0.52,0.161
M_1,296.11,45.16,0.2624,0.499,0.17
M_2,300.6,43.55,0.1236,0.447,0.094
M_1,297.84,42.73,0.1022,0.386,0.059
M_3,301.56,47.49,0.3954,0.588,0.272
M_2,296.68,43.46,0.037,0.324,0.007
M_1,299.0,43.76,0.3238,0.577,0.225
M_3,301.64,45.54,0.5065,0.648,0.343
M_1,298.81,40.96,0.2299,0.496,0.155
M_3,296.14,43.19,0.1886,0.49,0.134
M_1,306.22,45.03,0.6375,0.809,0.489
M_3,297.56,41.77,0.0712,0.454,0.069
M_2,291.74,43.14,0.0705,0.459,0.07
M_1,295.2,39.77,0.0883,0.469,0.081
M_3,297.57,41.74,0.0375,0.367,0.023
M_2,293.69,41.67,0.1666,0.543,0.143
M_3,299.7,43.91,0.1389,0.409,0.083
M_2,296.8,40.08,0.0869,0.384,0.051
M_3,299.48,43.57,0.1167,0.338,0.048
M_2,298.2,40.8,0.1377,0.469,0.104
M_3,293.09,45.67,0.0709,0.33,0.025
M_2,295.06,43.09,0.1766,0.527,0.142
M_1,296.3,44.39,0.3763,0.617,0.263
M_1,297.47,42.53,0.1302,0.411,0.08
M_1,296.41,40.89,0.111,0.373,0.058
M_1,301.44,43.78,0.2737,0.595,0.219
M_2,298.4,42.09,0.1766,0.396,0.096
M_1,298.53,42.1,0.0277,0.336,0.007
M_1,295.54,43.58,0.2287,0.467,0.144
M_2,297.11,45.72,0.3294,0.557,0.221
M_2,295.48,43.93,0.1781,0.448,0.114
M_3,295.74,38.42,0.1604,0.428,0.1
M_3,299.38,41.3,0.1595,0.371,0.079
M_2,296.09,41.05,0.1163,0.439,0.084
M_3,296.85,42.91,0.2613,0.593,0.203
M_1,293.13,41.71,0.0937,0.397,0.059
M_2,300.92,43.13,0.31,0.518,0.204
M_3,292.55,42.04,0.0928,0.413,0.064
M_2,297.16,45.8,0.1967,0.444,0.121
M_3,298.26,45.15,0.2739,0.553,0.194
M_1,300.51,45.67,0.458,0.754,0.351
M_1,293.8,43.67,0.3279,0.49,0.197
M_3,293.81,40.97,0.1945,0.483,0.134
M_1,296.37,46.23,0.0962,0.471,0.086
M_2,298.31,43.2,0.1785,0.55,0.15
M_2,298.3,43.42,0.3936,0.63,0.275
M_3,297.72,43.33,0.1805,0.487,0.129
M_1,295.28,44.58,0.1327,0.555,0.131
M_3,295.5,41.25,0.0657,0.376,0.039
M_2,297.32,43.19,0.22,0.415,0.122
M_2,295.41,42.9,0.1718,0.451,0.113
M_2,293.76,44.94,0.0927,0.362,0.046
M_3,300.61,44.44,0.3692,0.532,0.234
M_1,298.78,40.91,0.0309,0.299,0.0
M_3,297.95,40.74,0.1645,0.508,0.129
M_2,290.81,41.73,0.0962,0.238,0.004
M_3,296.2,44.29,0.2154,0.48,0.143
M_2,305.61,40.77,0.4404,0.647,0.34
M_1,289.97,44.49,0.1133,0.312,0.038
M_1,290.18,42.06,0.1017,0.38,0.056
M_2,295.15,42.07,0.0999,0.459,0.083
M_2,294.9,44.64,0.4133,0.629,0.284
M_2,296.07,44.47,0.2604,0.441,0.149
M_3,298.35,43.71,0.1754,0.529,0.142
M_2,297.27,41.8,0.0556,0.375,0.034
M_2,298.91,43.04,0.295,0.567,0.209
M_1,292.97,44.4,0.0232,0.346,0.009
M_3,294.89,42.44,0.0071,0.271,0.0
M_2,295.66,42.27,0.1175,0.503,0.106
M_2,303.14,42.81,0.1493,0.325,0.08
M_1,297.49,42.39,0.2647,0.483,0.166
M_1,296.19,42.31,0.0252,0.352,0.012
M_2,296.07,44.75,0.0669,0.299,0.012
M_3,297.19,43.18,0.4008,0.587,0.263
M_3,298.17,42.74,0.3669,0.557,0.238
M_2,296.35,41.02,0.0496,0.402,0.041
M_2,296.24,42.42,0.2234,0.64,0.202
M_2,293.46,44.11,0.1229,0.403,0.074
M_2,297.33,44.12,0.1624,0.444,0.106
M_2,296.3,41.67,0.0687,0.465,0.071
M_1,299.17,42.69,0.1979,0.403,0.108
M_2,300.67,43.39,0.132,0.508,0.119
M_3,294.06,43.14,0.1906,0.482,0.132
M_3,297.12,43.22,0.34,0.642,0.255
M_3,298.41,43.22,0.0533,0.449,0.059
M_1,303.13,44.71,0.563,0.713,0.401
M_1,296.78,43.91,0.1191,0.394,0.069
M_3,302.25,40.01,0.1439,0.473,0.123
M_1,300.19,45.14,0.5098,0.669,0.342
M_1,295.78,44.01,0.2392,0.522,0.168
M_2,296.68,43.13,0.2271,0.472,0.145
M_2,299.99,41.79,0.3288,0.547,0.217
M_2,293.16,43.01,0.1433,0.524,0.125
M_2,296.3,40.72,0.2066,0.558,0.166
M_1,295.74,41.98,0.2238,0.524,0.162
M_3,301.01,42.41,0.3507,0.561,0.238
M_1,301.37,44.11,0.3512,0.599,0.254
M_1,302.04,41.55,0.2631,0.548,0.201
M_3,299.89,41.71,0.1255,0.56,0.13
M_2,298.0,44.83,0.3244,0.72,0.276
M_1,294.25,39.92,0.064,0.459,0.067
M_2,294.49,42.32,0.0464,0.313,0.008
M_2,297.42,45.26,0.3472,0.597,0.243
M_3,294.34,40.86,0.0273,0.389,0.026
M_2,297.68,41.67,0.3514,0.616,0.251
M_2,294.5,41.61,0.1352,0.407,0.081
M_2,300.36,44.23,0.0528,0.381,0.037
M_1,300.37,43.29,0.2527,0.531,0.18
M_2,295.81,44.42,0.3166,0.556,0.215
M_3,295.9,42.74,0.1114,0.423,0.076
M_3,293.71,42.45,0.1885,0.493,0.135
M_2,293.88,43.45,0.1373,0.546,0.131
M_2,298.36,41.02,0.1668,0.405,0.094
M_3,300.28,42.44,0.1092,0.393,0.066
M_2,300.66,44.75,0.1565,0.408,0.095
M_2,296.91,45.77,0.258,0.573,0.194
M_1,297.34,42.48,0.1692,0.414,0.098
M_1,293.53,44.45,0.0284,0.339,0.009
M_2,292.97,42.9,0.1053,0.452,0.083
M_2,297.05,41.32,0.1297,0.497,0.11
M_1,298.89,40.72,0.1987,0.445,0.123
M_1,295.55,40.63,0.0153,0.496,0.058
M_1,297.19,41.29,0.0257,0.37,0.019
M_2,297.65,42.01,0.2783,0.477,0.17
M_1,297.14,42.29,0.1487,0.428,0.094
M_2,296.63,43.43,0.3493,0.693,0.277
M_3,296.4,42.17,0.3024,0.495,0.187
M_1,291.4,42.87,0.1123,0.468,0.092
M_1,291.34,45.18,0.0371,0.333,0.011
M_2,299.23,42.6,0.1347,0.541,0.127
M_2,295.75,39.76,0.1406,0.435,0.093
M_2,303.52,43.42,0.6869,0.916,0.531
M_2,298.66,42.0,0.1824,0.398,0.099
M_2,296.62,43.17,0.1923,0.543,0.154
M_1,298.48,41.36,0.081,0.394,0.052
M_1,296.57,44.05,0.0942,0.41,0.063
M_1,293.45,44.28,0.0177,0.276,0.0
M_2,300.38,42.19,0.0485,0.319,0.014
M_1,297.61,40.53,0.0943,0.4,0.06
M_3,295.47,40.95,0.2786,0.629,0.223
M_3,294.6,45.65,0.3613,0.626,0.259
M_3,303.93,43.36,0.3649,0.709,0.316
M_3,300.31,42.51,0.1199,0.429,0.084
M_3,293.12,40.13,0.0567,0.343,0.023
M_2,293.46,43.49,0.3041,0.676,0.251
M_1,293.31,40.03,0.1705,0.588,0.16
M_2,298.04,40.91,0.219,0.515,0.156
M_2,292.1,41.87,0.0071,0.221,0.0
M_2,301.6,43.6,0.5267,0.731,0.381
M_2,297.64,42.26,0.0571,0.371,0.033
M_2,299.6,45.98,0.1315,0.466,0.1
M_3,291.67,39.91,0.0428,0.298,0.001
M_2,300.78,44.09,0.5444,0.648,0.354
M_1,300.58,41.62,0.2809,0.595,0.216
M_3,299.51,40.09,0.0907,0.424,0.067
M_1,300.22,44.89,0.3357,0.568,0.229
M_1,304.94,45.48,0.556,0.735,0.418
M_1,301.71,43.86,0.1914,0.473,0.141
M_1,305.98,44.36,0.2887,0.53,0.233
M_3,294.89,37.81,0.077,0.341,0.031
M_3,296.66,41.57,0.1556,0.54,0.137
M_2,303.25,45.18,0.7164,0.937,0.549
M_2,296.27,42.01,0.422,0.6,0.277
M_3,299.81,42.54,0.1877,0.453,0.12
M_2,299.35,39.74,0.0423,0.327,0.011
M_3,296.23,42.76,0.1929,0.508,0.142
M_2,297.29,42.54,0.1421,0.507,0.119
M_2,298.88,42.44,0.3636,0.617,0.257
M_3,292.54,41.78,0.0828,0.572,0.115
M_1,295.44,41.65,0.0396,0.381,0.029
M_3,289.22,44.92,0.1016,0.475,0.09
M_1,293.72,40.33,0.0877,0.341,0.036
M_2,298.86,45.18,0.1386,0.404,0.081
M_3,295.57,42.38,0.1191,0.371,0.061
M_3,295.14,39.66,0.0572,0.403,0.044
M_2,294.02,42.45,0.2723,0.484,0.169
M_2,302.19,45.61,0.4734,0.628,0.325
M_3,293.92,40.5,0.1374,0.489,0.11
M_1,298.83,43.82,0.5876,0.883,0.451
M_2,294.71,43.7,0.1184,0.408,0.074
M_2,299.12,43.41,0.2718,0.564,0.197
M_3,296.99,42.47,0.2382,0.513,0.164
M_3,302.7,41.13,0.2444,0.533,0.192
M_2,294.51,44.16,0.3258,0.668,0.258
M_1,302.9,41.99,0.3857,0.511,0.249
M_1,297.74,43.26,0.2394,0.537,0.173
M_1,299.26,44.12,0.2879,0.547,0.199
M_3,292.17,40.69,0.0957,0.451,0.078
M_2,303.68,44.26,0.5034,0.741,0.388
M_2,295.82,41.18,0.0714,0.404,0.051
M_3,292.43,41.0,0.0359,0.49,0.065
M_3,295.0,42.25,0.1018,0.369,0.053
M_2,297.39,42.1,0.0988,0.508,0.1
M_3,295.87,41.23,0.0256,0.367,0.017
M_3,294.99,41.93,0.0271,0.313,0.0
M_3,298.52,42.28,0.0257,0.29,0.0
M_2,297.04,43.63,0.0758,0.312,0.021
M_2,299.42,44.06,0.1223,0.498,0.107
M_1,295.57,43.75,0.1982,0.601,0.177
M_1,301.09,41.71,0.3124,0.621,0.243
M_1,296.89,44.42,0.0849,0.45,0.073
M_1,301.0,41.2,0.391,0.54,0.249
M_1,294.65,41.86,0.1898,0.512,0.142
M_1,303.62,39.72,0.2008,0.446,0.148
M_3,292.89,44.07,0.0338,0.445,0.049
M_2,294.66,42.43,0.0861,0.431,0.067
M_3,295.67,44.67,0.0783,0.445,0.068
M_2,297.82,41.4,0.1351,0.465,0.101
M_1,295.73,44.38,0.2369,0.558,0.18
M_3,293.78,43.97,0.0832,0.42,0.062
M_1,295.93,40.7,0.2946,0.562,0.207
M_1,299.11,43.73,0.0164,0.354,0.009
M_1,302.97,43.2,0.4277,0.747,0.351
M_2,299.69,43.82,0.2622,0.445,0.151
M_1,292.85,44.3,0.1521,0.407,0.088
M_2,297.61,42.83,0.1159,0.415,0.075
M_1,296.78,44.45,0.3696,0.641,0.268
M_3,295.59,43.28,0.1641,0.456,0.111
M_3,304.65,44.71,0.3738,0.51,0.255
M_2,288.33,44.03,0.1514,0.423,0.094
M_3,302.88,43.07,0.4106,0.616,0.297
M_2,302.03,45.15,0.5454,0.658,0.367
M_2,292.85,42.67,0.0349,0.33,0.009
M_1,298.52,43.83,0.3637,0.635,0.263
M_2,300.51,46.04,0.3393,0.617,0.249
M_2,296.19,44.55,0.3159,0.517,0.201
M_1,293.05,39.99,0.0315,0.396,0.03
M_3,304.7,45.73,0.2559,0.647,0.251
M_3,295.25,40.78,0.281,0.687,0.244
M_1,298.47,41.83,0.3847,0.56,0.246
M_1,297.35,42.91,0.1191,0.466,0.094
M_2,300.99,43.36,0.3783,0.652,0.283
M_1,297.22,42.88,0.1449,0.426,0.092
M_1,293.18,40.71,0.0587,0.264,0.0
M_3,296.75,42.82,0.062,0.391,0.042
M_3,297.04,44.25,0.2819,0.527,0.189
M_1,298.84,39.75,0.415,0.699,0.309
M_1,296.64,43.22,0.1297,0.404,0.077
M_3,291.61,40.03,0.1418,0.454,0.1
M_2,294.72,46.34,0.2232,0.552,0.171
M_1,303.04,44.65,0.3901,0.532,0.26
M_1,305.22,40.87,0.3732,0.693,0.323
M_1,294.87,42.51,0.2633,0.529,0.181
M_1,294.99,42.16,0.1279,0.452,0.093
M_2,301.5,42.56,0.4217,0.7,0.322
M_1,295.27,43.31,0.1248,0.551,0.126
M_2,299.73,42.36,0.1918,0.487,0.134
M_1,294.66,41.89,0.2221,0.482,0.146
M_1,298.0,44.33,0.2949,0.629,0.23
M_2,296.0,42.89,0.2073,0.523,0.154
M_1,298.17,43.8,0.2938,0.553,0.203
M_1,292.54,41.94,0.0368,0.361,0.02
M_1,300.9,44.29,0.3644,0.748,0.309
M_3,294.24,41.35,0.0977,0.428,0.071
M_2,297.33,41.75,0.0162,0.373,0.015
M_2,292.49,44.44,0.1719,0.456,0.114
